Date,Close,High,Low,Open,Volume,return
2008-12-31,2209.047119140625,2456.296791232602,2061.147168804459,2305.9468929737363,112374500,-0.03776546305690087
2009-01-31,2112.847412109375,2277.997104538657,2059.4473334994777,2185.4471733466553,83793700,-0.04354805571946063
2009-02-28,2294.84716796875,2350.297048351239,1953.2975551756017,2070.0474061283867,107445500,0.08613956446465498
2009-03-31,2662.946533203125,2727.7464988586235,2265.8969939995454,2282.097168518654,150258500,0.16040256204084935
2009-04-30,3579.895263671875,3612.29536817361,2707.446442981064,2707.446442981064,186227600,0.34433614007480595
2009-05-31,3469.6953125,3766.89486634269,3342.645433526184,3649.845218140086,207684600,-0.03078300985231719
2009-06-30,3764.09521484375,3799.644973415837,3166.1457951957145,3486.095575466964,168195900,0.08484892067702265
2009-07-31,3840.244873046875,3871.244831660104,3567.8951389935633,3778.045004915488,139482700,0.020230534526020527
2009-08-31,4118.64453125,4119.894529619886,3774.745077382974,3870.9949518642275,130885500,0.07249528803673422
2009-09-30,3853.144775390625,4239.944553687737,3844.394787033266,4128.4945066694745,122850100,-0.0644628964322872
2009-10-31,4145.44482421875,4216.8944386754765,3717.6450855337016,3836.9950285528116,125438000,0.07586012617407878
2009-11-30,4329.09423828125,4346.3940195537125,4127.994412811103,4176.14424998465,110421500,0.04430149763170732
2009-12-31,4156.04443359375,4524.2939576838435,4047.0948673642515,4343.094484827028,124336000,-0.03997367466784574
2010-01-31,4127.54443359375,4242.744478998658,4004.944739614736,4130.4448204445325,90700500,-0.006857482025368067
2010-02-28,4313.244140625,4348.043898038378,4158.644252986705,4170.344432404965,95671500,0.04499035928477357
2010-03-31,4368.09423828125,4446.344133316601,4261.644185761177,4337.194377386668,95442100,0.012716668908127726
2010-04-30,4226.5947265625,4360.444654124251,3986.944884621582,4346.244476857126,105561500,-0.032393877970551044
2010-05-31,4420.6943359375,4432.444320363575,4136.944712031237,4221.694599700157,112094900,0.045923402155205295
2010-06-30,4475.14404296875,4554.893938550984,4372.394177500731,4391.944444872014,98827000,0.012317003369495039
2010-07-31,4537.244140625,4665.0940731764695,4497.793996258225,4501.793991092651,104837700,0.013876670127259905
2010-08-31,4925.1435546875,4987.593669512628,4559.894025430826,4561.594218552072,112502600,0.08549229489093957
2010-09-30,4972.94384765625,5159.943608962583,4915.093823841989,4945.393589853706,127473100,0.0097053603489905
2010-10-31,4781.3935546875,5212.142982835535,4588.893810245256,5013.7931485034715,126951900,-0.038518491026000135
2010-11-30,4940.94384765625,4947.493643929192,4600.694284776632,4785.9440467853,111111900,0.03336899402734428
2010-12-31,4424.59423828125,4988.243394199092,4342.794053638356,4964.493425650558,98164000,-0.1045042456048012
2011-01-31,4247.14453125,4483.494330009682,4128.244779271209,4441.84448033785,115147200,-0.040105306266497553
2011-02-28,4626.4443359375,4647.594211495009,4273.894489471854,4273.894489471854,98716400,0.08930701601903479
2011-03-31,4615.2939453125,4753.493965172309,4582.293987207801,4627.144027924404,93441400,-0.0024101426096031497
2011-04-30,4492.89404296875,4632.893860389009,4303.844484828853,4624.743968673881,84113600,-0.02652049984119964
2011-05-31,4522.9443359375,4527.994134083097,4220.094630616389,4493.444374154052,94352100,0.006688404552023242
2011-06-30,4424.0439453125,4611.39379483536,4419.5942441746065,4554.493967851942,92008200,-0.021866373600748834
2011-07-31,4038.3447265625,4476.944240871049,3833.6948522672856,4448.844180588542,109652200,-0.08718250169252229
2011-08-31,3978.344970703125,4175.6445211277205,3860.5450736855028,4097.894621325188,109831200,-0.01485751215460196
2011-09-30,4215.89453125,4236.044407922596,3817.345234318475,3940.845076978383,28258000,0.05971064910062118
2011-10-31,3811.2451171875,4228.544387248118,3672.545343712143,4189.7446322692895,68297900,-0.09598186365030403
2011-11-30,3597.745361328125,3997.2448462424704,3535.8455387935155,3886.9449396270434,101338100,-0.05601837438808621
2011-12-31,4082.8447265625,4092.6945671203907,3568.74530521808,3606.39515803242,130051900,0.1348342688308819
2012-01-31,4275.54443359375,4465.244390598295,4062.2448968608524,4082.2448717361594,184077600,0.04719741257304455
2012-02-29,4221.79443359375,4365.4944460867755,4089.7447969037657,4265.04437856987,143528100,-0.012571498398584291
2012-03-31,4178.3447265625,4295.594575842544,4106.194916964422,4222.194767851289,97445200,-0.01029176283087374
2012-04-30,3913.044921875,4203.2942974435855,3818.2449972557147,4181.9945206634975,115338600,-0.06349399631891084
2012-05-31,4170.64453125,4174.194819646571,3793.4450658480523,3905.6949212889817,109168300,0.06583098699811685
2012-06-30,4126.44482421875,4240.894382279316,3996.344895904135,4173.5946651909735,114922600,-0.01059781208877153
2012-07-31,4129.89453125,4274.044246121255,4094.744674620051,4121.894541654308,100554500,0.0008359997959994647
2012-08-31,4504.34423828125,4524.394016887446,4110.79445725289,4139.994614581022,120916500,0.0906681040394306
2012-09-30,4448.84423828125,4602.094036442752,4416.244183561083,4505.293870965198,124765500,-0.012321438385707761
2012-10-31,4675.24365234375,4677.793453569342,4411.143913260118,4443.393869473815,111881900,0.050889489929628606
2012-11-30,4743.44384765625,4771.793419093975,4666.993754648937,4674.5435492333345,125458700,0.014587516797827327
2012-12-31,4795.29345703125,4872.69374519945,4757.843799573098,4761.793501376023,153529400,0.01093079438488953
2013-01-31,4477.494140625,4814.493699617881,4464.694352687663,4798.893622376332,121123800,-0.0662731737387765
2013-02-28,4438.34423828125,4682.694013353922,4370.144133004576,4482.994081679555,113882800,-0.008743708224771773
2013-03-31,4641.744140625,4658.344217326611,4304.994565711343,4449.344481151542,103286700,0.04582787891696216
2013-04-30,4681.44384765625,4877.643288657051,4630.393623907442,4630.393623907442,113723100,0.00855275642700648
2013-05-31,4510.89404296875,4695.493900841094,4317.694586891756,4688.594007459883,102872700,-0.03643102646054064
2013-06-30,4379.64404296875,4672.9937481625275,4319.6944161420415,4509.3440647600555,118167900,-0.029096227654600515
2013-07-31,4175.8447265625,4428.394206413464,3937.694886393422,4402.694532437888,126543100,-0.04653330599628003
2013-08-31,4392.0439453125,4642.993805835696,4082.494553591261,4182.644322326364,119310600,0.0517737686400932
2013-09-30,4804.84375,4811.1435463648695,4367.144132930385,4404.994180583117,116621300,0.09398808614564724
2013-10-31,4770.09375,4836.943758697647,4605.143774189632,4798.393517028451,107206300,-0.00723228512893892
2013-11-30,4914.84375,4938.7436214764075,4743.444069023665,4770.843935979731,116893200,0.03034531554018205
2013-12-31,4709.1435546875,4961.4435075703395,4645.243738477048,4928.79316095614,121286300,-0.04185284533460498
2014-01-31,4849.49365234375,4852.043453693734,4596.043788779825,4690.143763265631,84926700,0.029803741598946276
2014-02-28,5224.84326171875,5234.292956386466,4809.543512108526,4842.293469260033,127335500,0.07739975269244748
2014-03-31,5255.64306640625,5377.943200301018,5198.493238396439,5244.143081364111,139691500,0.00589487629479013
2014-04-30,5802.84228515625,6035.141777093602,5222.392871316143,5271.042708161499,233820000,0.10411651092663887
2014-05-31,6174.19189453125,6234.2416184859785,5818.291982389486,5829.092260837996,224351700,0.06399443430074214
2014-06-30,6194.44189453125,6336.441704246253,5958.891917208181,6191.991702502098,179507700,0.003279781442804941
2014-07-31,6360.74169921875,6391.291464038743,6051.342200641994,6146.5417834375885,127350400,0.026846616292311554
2014-08-31,6415.69189453125,6603.49145623902,6286.49186638095,6388.091832584644,175722700,0.008638960346283087
2014-09-30,6685.7412109375,6689.54101062979,6203.991844244288,6413.191764542977,113219000,0.04209200205459385
2014-10-31,6918.04052734375,6944.040492476852,6676.790850868333,6705.241008028138,138000000,0.034745484319109066
2014-11-30,6773.64111328125,6995.691118131492,6410.341779988748,6931.491006121131,145768800,-0.020872877730588213
2014-12-31,7166.69091796875,7293.240558836639,6605.3913516071725,6767.5913369503805,155412600,0.058026369882047124
2015-01-31,7210.29052734375,7258.940855371297,6888.040941976165,7164.590879113368,161436500,0.006083645837953622
2015-02-28,6978.140625,7428.090222110585,6778.441183466462,7281.840416547727,158491100,-0.032197024719512024
2015-03-31,6749.64111328125,7299.5402995723625,6698.441472919743,6975.790721143708,130469400,-0.032745042554763626
2015-04-30,6959.8408203125,6988.290489420849,6572.691434031981,6790.790752684477,126572600,0.031142353127137534
2015-05-31,6897.19091796875,6980.64051275277,6543.541003034777,6947.690850041788,146464600,-0.00900162862358922
2015-06-30,7106.19091796875,7172.690831151134,6906.591080896028,6908.591078284971,146239800,0.03030219149878932
2015-07-31,6669.34130859375,7233.740467154981,6352.891530308472,7099.740643744058,173025400,-0.06147451066511311
2015-08-31,6646.09130859375,6694.591244455454,6286.691881534476,6616.991249420606,134263200,-0.0034861013890593595
2015-09-30,6750.94140625,6951.990949190746,6640.791159029801,6685.641198295705,143543800,0.015776204807880667
2015-10-31,6686.09130859375,6796.341163667093,6487.441667380761,6747.391032700971,122257600,-0.00960608213784997
2015-11-30,6724.7412109375,6731.341299967605,6386.441848398501,6707.541038105181,142643700,0.005780642315499351
2015-12-31,6339.44189453125,6758.540955143491,6055.291875968521,6723.091294529557,153849400,-0.057295783483768514
2016-01-31,5829.9423828125,6374.5412623897655,5716.992338860367,6367.341565006575,160378000,-0.08036977390048672
2016-02-29,6452.1416015625,6468.041483450803,5866.642354816454,5866.642354816454,152229700,0.10672476293836652
2016-03-31,6588.541015625,6695.241068600459,6316.141476660117,6438.391313579786,132530100,0.021140176779360864
2016-04-30,6803.9912109375,6842.641063355264,6463.691845832048,6569.5413184758845,159497600,0.032700744338018284
2016-05-31,6980.79052734375,6990.490709764884,6630.5409928190165,6819.990936355984,183758100,0.025984647969862662
2016-06-30,7329.990234375,7357.440393116107,7003.890571175949,7003.890571175949,196297000,0.050022945920441986
2016-07-31,7490.64013671875,7520.440390836601,7215.390495564554,7350.240417415566,175517800,0.021916796231236546
2016-08-31,7394.84033203125,7647.489900726018,7303.940549729738,7498.240097825285,174969900,-0.012789268065074189
2016-09-30,7494.09033203125,7605.6399913572595,7371.34049198781,7443.140203112379,138412700,0.013421520349816252
2016-10-31,7079.390625,7539.090217889019,6751.1410551618965,7525.240138382912,171228300,-0.05533689729609215
2016-11-30,6982.79052734375,7112.2405506687965,6711.640985249603,7099.590665131699,129624900,-0.013645256035896502
2016-12-31,7379.2900390625,7483.889998292971,6955.440990602011,7007.390628884007,163680100,0.056782386664200546
2017-01-31,7709.08984375,7762.5897725894265,7366.8901035994095,7390.539974486325,201411900,0.04469261987829376
2017-02-28,7995.03955078125,8005.739732370409,7659.240176767705,7733.28988648397,203185300,0.037092537877617016
2017-03-31,8214.2890625,8260.338806966221,7983.189755343739,8028.539305413136,186395300,0.0274231928843085
2017-04-30,8350.939453125,8404.088798819115,8086.989597343023,8244.689589798958,232630000,0.016635692947407854
2017-05-31,8331.5888671875,8495.989045846021,8249.088973557285,8343.838851393199,202408200,-0.0023171747377785934
2017-06-30,8793.2880859375,8817.337858574047,8348.38926478837,8379.98883205086,229877600,0.055415506707048534
2017-07-31,8694.9384765625,8832.787900148614,8371.188912901434,8815.238119114127,219969000,-0.011184622681961631
2017-08-31,8599.98828125,8976.737767873365,8476.288254496996,8717.037926440127,224977500,-0.010920168735919389
2017-09-30,9153.587890625,9177.188446348226,8640.788742441277,8689.73887508607,222097500,0.06437213531813502
2017-10-31,9154.48828125,9309.638473265722,8948.988544312224,9203.938413260903,270054900,9.836477627778173e-05
2017-11-30,9490.6376953125,9496.387687620925,8981.938180470534,9191.437900229681,260442000,0.036719629075389504
2017-12-31,9697.8876953125,9894.987046668648,9377.287529066321,9500.187758805067,348523200,0.021837310268662202
2018-01-31,9261.888671875,9764.337254894044,8968.48865247898,9717.287509736974,247503000,-0.044958143168459364
2018-02-28,8912.087890625,9297.38816523305,8744.488501631056,9254.388221774861,250560700,-0.03776775921656439
2018-03-31,9496.4873046875,9503.58690457145,8933.43825270818,8949.43823131872,240938900,0.06557379384434192
2018-04-30,9315.3369140625,9531.637400529575,9046.687866125632,9531.58661934878,295525300,-0.019075515484086814
2018-05-31,9162.4384765625,9423.188143063928,9018.038270625224,9317.787887245753,240258100,-0.016413623995626292
2018-06-30,9650.5869140625,9657.586904854037,9060.587690204364,9185.188112230455,261133600,0.053277131273370415
2018-07-31,9991.9873046875,10026.987260218331,9579.688023846564,9661.687919661654,278856600,0.03537612724128958
2018-08-31,9115.98828125,10049.836690147804,9041.6387674525,10049.836690147804,260024400,-0.0876701497635557
2018-09-30,8753.4384765625,9185.48770283994,8370.788598213707,9106.98780793243,289436300,-0.039770762478183674
2018-10-31,9109.138671875,9134.337858206682,8742.488752938805,8798.28848584091,239486600,0.040635482418125646
2018-11-30,9169.98828125,9258.337777719113,8646.538754877738,9153.587911583787,242220900,0.006680061811209059
2018-12-31,9003.837890625,9206.037822768561,8825.58812262212,9186.688238577593,243006700,-0.018118931620090484
2019-01-31,8955.9384765625,9179.737988410725,8729.688772607826,9024.938386276854,302386500,-0.0053198885457915734
2019-02-28,9663.6875,9667.437495073582,8993.988184480238,8995.4383778876,303991400,0.0790256683082029
2019-03-31,9664.287109375,9826.43728699441,9576.987419367128,9702.98725384977,258639200,6.204767848716486e-05
2019-04-30,9805.037109375,9889.287000290386,9108.438401938276,9646.387900727457,329279800,0.014563929900578199
2019-05-31,9657.9375,9941.4371273411,9476.087153103908,9827.737081486765,275211500,-0.015002453099779878
2019-06-30,9044.9384765625,9805.287100819087,8927.988432772128,9696.987436446161,292569200,-0.06347100749383605
2019-07-31,8977.5380859375,9103.087726739886,8628.338346449795,9001.688445038042,299547300,-0.007451724608149579
2019-08-31,9340.8876953125,9552.237017440102,8738.638513836586,8927.88825662499,311363800,0.04047319052248355
2019-09-30,9689.6376953125,9733.336856808088,9008.837806042944,9372.68791526594,348367100,0.03733585194210298
2019-10-31,9813.6376953125,9874.887616077163,9596.837194524262,9703.087057075209,432633500,0.012797176107006258
2019-11-30,9872.537109375,9946.037014859856,9574.837296881235,9863.086926214699,344264800,0.006001792188704336
2019-12-31,9861.4375,10174.937096410224,9700.337121458191,9897.937453011078,320756900,-0.001124291481716444
2020-01-31,9236.0380859375,10071.68741628476,9214.087918475527,9578.487846747339,317031000,-0.06341868658220462
2020-02-29,6996.74072265625,9436.48748766866,6151.591940939386,9380.387952678962,529913000,-0.24245215778080575
2020-03-31,8012.88916015625,8041.039024761912,6619.540930441468,6995.540426371462,373737700,0.14523168397674002
2020-04-30,7822.3896484375,7834.0395355101045,7234.44071211361,7764.940016713562,421822000,-0.023774135385024486
2020-05-31,8474.7890625,8699.538777619331,7839.13996587091,7935.690136457848,602979600,0.08340154906407848
2020-06-30,9035.73828125,9180.688288572006,8466.689214581193,8493.738984186944,521971500,0.06619034581428562
2020-07-31,9372.037109375,9747.036601402648,8925.037714878044,9029.587377943117,212110600,0.03721874379903767
2020-08-31,9341.7373046875,9640.937093390961,8933.938054194445,9422.43739032952,27227900,-0.003233000929668828
2020-09-30,9581.6376953125,9822.937180287183,9423.787318520861,9433.68769602823,0,0.02568048991322236
2020-10-31,10719.0361328125,10804.08582902114,9524.188047437743,9622.687921803501,20812300,0.11870605773963194
2020-11-30,11518.28515625,11548.334922721557,10734.286153304703,10803.236260929554,44826300,0.07456351611605117
2020-12-31,11302.3857421875,12167.934425082127,11273.535193641705,11651.484899113142,50501100,-0.018744058784249673
2021-01-31,12181.384765625,12724.533482993415,11303.985500435554,11396.88577189785,112868400,0.07777110456923553
2021-02-28,12313.68359375,12816.133111649684,11938.983903615359,12316.283199620157,23368900,0.010860737976058132
2021-03-31,12364.3330078125,12659.383392899003,11923.184186079545,12401.332958132749,19333500,0.004113262589287903
2021-04-30,13226.33203125,13244.382788510095,12210.53357658397,12256.833319737958,54131200,0.06971658098280265
2021-05-31,13473.5322265625,13634.331821464226,13155.532641437854,13274.232681889393,0,0.01869000375375718
2021-06-30,13664.232421875,13761.081906659587,13409.082359483562,13504.682822437433,38582200,0.014153689775316947
2021-07-31,14555.880859375,14571.78025210351,13716.681790109558,13759.781341653079,246739100,0.06525419137869504
2021-08-31,15052.630859375,15305.180336371812,14527.030955419488,14611.631431585278,541755200,0.03412709988485907
2021-09-30,15086.880859375,16004.429476217803,14932.730668310529,14994.780392669385,501783800,0.0022753497591199157
2021-10-31,14648.330078125,15664.42930925359,14402.080406460303,15179.380151303043,354151300,-0.029068353182989726
2021-11-30,14996.1806640625,15279.980099125372,14128.131989934578,14743.680992921849,439317300,0.023746774143010407
2021-12-31,14921.4306640625,15834.179469329534,14410.881527652931,15030.480326010591,399828300,-0.0049846025247705095
2022-01-31,14307.931640625,15304.57976222295,13747.432367486794,15073.130843618523,348984700,-0.0411152949907867
2022-02-28,14894.48046875,14963.38076902549,13423.532202303591,14161.681624987417,376044500,0.04099466246117589
2022-03-31,14783.330078125,15477.77935595393,14617.03049314705,14890.079937090593,346749500,-0.007462522164381924
2022-04-30,14119.5810546875,14798.280358114225,13389.73240441416,14647.230751922576,330021800,-0.04489847821362347
2022-05-31,13387.5322265625,14299.981223809347,12855.532925089314,14132.081053640974,278831300,-0.0518463561553032
2022-06-30,14665.630859375,14677.730452636122,13192.882820736935,13335.232240535222,272281500,0.09546932258931151
2022-07-31,15325.029296875,15445.479331002378,14666.180569165275,14741.380663845703,366963700,0.04496215974769879
2022-08-31,14829.330078125,15724.429485154875,14516.28068574513,15142.68025135872,410466700,-0.032345727316232975
2022-09-30,15423.9794921875,15433.029284842343,14585.780411349355,14837.079881907623,287599200,0.04009954670438409
2022-10-31,15946.1298828125,15991.579043111775,15384.32982407576,15507.930251054666,415963100,0.033853156436669085
2022-11-30,15448.8291015625,16041.629095890004,15018.730063129828,16041.129096553737,562521800,-0.03118629942842832
2022-12-31,14935.48046875,15575.679826868563,14675.030614029907,15479.929952081457,2452004700,-0.033228967026412315
2023-01-31,14518.75,15154.099609375,14465.7001953125,15054.7998046875,327270500,-0.027902046380224532
2023-02-28,14557.849609375,14952.849609375,14177.5,14557.0,319906000,0.002693042402066359
2023-03-31,15219.5498046875,15235.4501953125,14541.599609375,14621.0498046875,258543300,0.04545315503784142
2023-04-30,15766.400390625,15823.900390625,15239.5,15276.2001953125,398232400,0.03593079906799046
2023-05-31,16430.0,16437.44921875,15743.400390625,15801.9501953125,395477200,0.042089480980680216
2023-06-30,17059.0,17072.80078125,16485.30078125,16490.94921875,468501300,0.038283627510651286
2023-07-31,16924.30078125,17102.099609375,16661.0,17096.599609375,496054600,-0.00789607941555781
2023-08-31,17292.599609375,17754.05078125,16931.5,16940.19921875,5065494900,0.02176153880064735
2023-09-30,16801.099609375,17494.5,16466.25,17294.5,460470600,-0.028422562894102943
2023-10-31,17987.94921875,18007.099609375,16719.099609375,16808.5,461318600,0.07064118640858119
2023-11-30,19429.150390625,19450.099609375,18053.150390625,18061.80078125,627216800,0.08012037138579098
2023-12-31,19802.099609375,19923.30078125,19080.5,19496.80078125,757917300,0.01919534365897735
2024-01-31,20090.05078125,20365.650390625,19508.75,19869.94921875,812502000,0.014541446490788923
2024-02-29,20255.150390625,20483.25,19465.849609375,20171.900390625,500519000,0.00821797869864449
2024-03-31,20997.19921875,21146.5,20038.349609375,20392.25,747734700,0.03663506880049905
2024-04-30,21103.30078125,21613.599609375,20184.099609375,21010.44921875,681913600,0.005053129295704117
2024-05-31,22559.69921875,22673.650390625,19624.25,21926.599609375,809063100,0.06901282659980801
2024-06-30,23530.80078125,23556.0,22307.19921875,22580.400390625,652105800,0.04304585593467891
2024-07-31,23734.55078125,23766.400390625,22397.69921875,23608.849609375,571611000,0.008658863839532183
2024-08-31,24245.19921875,24573.400390625,23294.44921875,23835.19921875,568780400,0.021514982196478183
2024-09-30,22689.349609375,24329.44921875,22362.80078125,24248.5,503916300,-0.06417145082362474
2024-10-31,22687.0,23073.55078125,21692.80078125,22806.94921875,432026000,-0.00010355560716601708
2024-11-30,22375.400390625,23417.650390625,22160.150390625,22695.400390625,409515000,-0.013734720737647144
2024-12-31,21580.900390625,22867.849609375,20757.900390625,22521.75,489719800,-0.03550774449304983
2025-01-31,19880.900390625,21870.900390625,19816.0,21422.849609375,368827800,-0.07877335835063215
2025-02-28,21339.55078125,21674.05078125,19658.30078125,19935.55078125,455028700,0.07336943307219812
2025-03-31,22030.05078125,22271.849609375,19519.849609375,21227.099609375,467914100,0.032357757062379644
2025-04-30,22801.94921875,22970.69921875,21463.75,22009.94921875,584141600,0.035038432056496704
2025-05-31,23617.19921875,23677.55078125,22631.69921875,22758.599609375,619374900,0.03575352230543616
2025-06-30,22914.94921875,23669.94921875,22777.69921875,23659.75,527320800,-0.029734685874287514
2025-07-31,22462.94921875,23230.94921875,22406.0,22901.599609375,445842100,-0.019725114626488183
2025-08-31,23190.25,23210.400390625,22491.900390625,22491.900390625,264095900,0.032377795727860814
